61.000000,38.210000
58.000000,31.560000
61.000000,37.300000
69.000000,49.880000
87.000000,70.290000
97.000000,82.500000
91.000000,75.580000
92.000000,78.200000
86.000000,64.850000
57.000000,30.890000
73.000000,55.010000
85.000000,67.880000
72.000000,51.550000
68.000000,49.370000
78.000000,60.460000
74.000000,54.360000
65.000000,43.780000
79.000000,57.060000
60.000000,35.060000
52.000000,30.670000
90.000000,67.580000
63.000000,44.150000
55.000000,27.680000
42.000000,18.650000
46.000000,21.250000
76.000000,52.840000
78.000000,57.930000
90.000000,75.940000
79.000000,59.930000
82.000000,65.490000
58.000000,35.130000
74.000000,54.260000
84.000000,68.280000
61.000000,39.420000
53.000000,28.480000
62.000000,41.440000
74.000000,53.620000
78.000000,58.310000
64.000000,38.570000
65.000000,42.720000
72.000000,50.010000
66.000000,45.420000
65.000000,45.380000
67.000000,42.940000
80.000000,59.910000
79.000000,56.340000
52.000000,27.870000
59.000000,37.740000
63.000000,50.170000
67.000000,45.260000
68.000000,43.730000
84.000000,63.350000
83.000000,62.580000
54.000000,30.370000
80.000000,61.820000
76.000000,59.940000
48.000000,22.290000
79.000000,64.820000
51.000000,21.930000
62.000000,40.190000
73.000000,54.080000
48.000000,24.680000
59.000000,38.180000
77.000000,59.870000
69.000000,51.380000
54.000000,27.410000
46.000000,19.810000
78.000000,62.580000
67.000000,46.040000
50.000000,25.680000
83.000000,65.540000
82.000000,66.060000
50.000000,22.890000
69.000000,42.500000
78.000000,60.330000
71.000000,53.770000
85.000000,69.710000
84.000000,65.200000
88.000000,74.690000
48.000000,25.010000
39.000000,13.170000
71.000000,54.590000
82.000000,64.020000
74.000000,55.280000
68.000000,46.900000
81.000000,62.320000
66.000000,44.980000
82.000000,66.150000
71.000000,49.600000
45.000000,21.620000
99.000000,89.290000
77.000000,53.820000
92.000000,75.040000
74.000000,54.280000
62.000000,39.040000
54.000000,28.370000
75.000000,55.340000
85.000000,70.300000
84.000000,65.400000
68.000000,45.890000
64.000000,41.210000
67.000000,48.650000
82.000000,64.970000
66.000000,47.360000
81.000000,59.470000
48.000000,23.780000
77.000000,53.070000
60.000000,39.690000
88.000000,69.780000
79.000000,59.690000
59.000000,38.470000
96.000000,80.950000
58.000000,32.390000
75.000000,57.840000
64.000000,44.070000
56.000000,34.470000
79.000000,59.700000
77.000000,57.520000
81.000000,64.230000
95.000000,78.200000
76.000000,56.590000
76.000000,59.410000
80.000000,61.220000
66.000000,45.070000
89.000000,71.510000
52.000000,28.050000
99.000000,85.130000
70.000000,50.310000
81.000000,64.360000
85.000000,67.930000
52.000000,28.820000
87.000000,68.480000
45.000000,22.340000
90.000000,74.800000
81.000000,65.860000
63.000000,40.590000
74.000000,50.650000
79.000000,67.420000
82.000000,61.850000
79.000000,62.520000
65.000000,44.310000
68.000000,47.350000
78.000000,60.890000
81.000000,58.110000
82.000000,66.570000
86.000000,69.590000
68.000000,47.730000
85.000000,62.990000
67.000000,44.850000
84.000000,66.610000
71.000000,53.040000
72.000000,53.590000
68.000000,47.470000
61.000000,37.420000
73.000000,53.970000
85.000000,61.820000
58.000000,36.110000
68.000000,50.740000
49.000000,27.810000
64.000000,40.570000
64.000000,40.140000
71.000000,52.170000
98.000000,84.120000
66.000000,40.650000
61.000000,38.100000
59.000000,36.710000
64.000000,40.280000
43.000000,17.020000
75.000000,55.910000
77.000000,55.070000
76.000000,53.480000
61.000000,39.530000
80.000000,61.590000
85.000000,64.960000
61.000000,37.960000
89.000000,73.160000
82.000000,64.390000
83.000000,65.660000
84.000000,63.130000
61.000000,37.660000
73.000000,54.400000
65.000000,42.100000
70.000000,50.870000
45.000000,19.230000
76.000000,53.170000
83.000000,63.290000
89.000000,74.090000
70.000000,49.950000
60.000000,40.250000
66.000000,44.480000
65.000000,43.280000
84.000000,65.120000
70.000000,49.120000
53.000000,31.620000
77.000000,54.100000
60.000000,36.250000
77.000000,58.720000
47.000000,22.120000
69.000000,41.740000
69.000000,48.770000
68.000000,47.170000
77.000000,57.470000
87.000000,70.430000
74.000000,53.950000
85.000000,68.280000
61.000000,38.160000
55.000000,33.910000
77.000000,56.430000
92.000000,75.600000
79.000000,57.440000
87.000000,68.000000
77.000000,60.750000
51.000000,32.180000
55.000000,29.530000
75.000000,53.710000
83.000000,64.380000
58.000000,33.440000
66.000000,45.050000
76.000000,53.830000
60.000000,40.950000
75.000000,58.620000
73.000000,54.670000
73.000000,51.820000
44.000000,19.070000
77.000000,60.860000
71.000000,53.330000
74.000000,57.100000
101.000000,81.910000
68.000000,45.650000
78.000000,58.130000
76.000000,60.310000
57.000000,35.800000
99.000000,87.080000
76.000000,59.690000
54.000000,31.940000
96.000000,80.020000
74.000000,55.520000
49.000000,23.540000
86.000000,69.660000
54.000000,33.710000
79.000000,59.490000
65.000000,41.090000
95.000000,80.970000
44.000000,19.570000
96.000000,82.830000
56.000000,33.220000
90.000000,75.110000
65.000000,47.360000
68.000000,49.600000
77.000000,56.330000
73.000000,53.210000
72.000000,57.180000
78.000000,62.200000
88.000000,69.670000
90.000000,77.390000
