7392194.000000,2.713525,-33.724154,1.191516
7392195.000000,2.713525,-33.724154,1.191516
7392196.000000,2.713525,-33.724154,1.191516
7392197.000000,2.713525,-33.724154,1.191516
7392198.000000,2.713525,-33.724154,1.191516
7392199.000000,2.713525,-33.724154,1.191516
7392200.000000,2.713525,-33.724154,1.191516
7392201.000000,2.713525,-33.724154,1.191516
7392202.000000,2.713525,-33.724154,1.191516
7392203.000000,2.713525,-33.724154,1.191516
7392204.000000,2.713525,-33.724154,1.191516
7392205.000000,2.713525,-33.724154,1.191516
7392206.000000,2.713525,-33.724154,1.191516
7392207.000000,2.713525,-33.724154,1.191516
7392208.000000,2.713525,-33.724154,1.191516
7392209.000000,2.713525,-33.724154,1.191516
7392210.000000,2.713525,-33.724154,1.191516
7392211.000000,2.713525,-33.724154,1.191516
7392212.000000,2.713525,-33.724154,1.191516
7392213.000000,2.713525,-33.724154,1.191516
7392214.000000,2.713525,-33.724154,1.191516
7392215.000000,2.713525,-33.724154,1.191516
7392216.000000,2.713525,-33.724154,1.191516
7392217.000000,2.713525,-33.724154,1.191516
7392218.000000,2.713525,-33.724154,1.191516
7392219.000000,2.713525,-33.724154,1.191516
7392220.000000,2.713525,-33.724154,1.191516
7392221.000000,2.713525,-33.724154,1.191516
7392222.000000,2.713525,-33.724154,1.191516
7392223.000000,2.713525,-33.724154,1.191516
7392224.000000,2.713525,-33.724154,1.191516
7392225.000000,2.713525,-33.724154,1.191516
7392226.000000,2.713525,-33.724154,1.191516
7392227.000000,2.713525,-33.724154,1.191516
7392228.000000,2.713525,-33.724154,1.191516
7392229.000000,2.713525,-33.724154,1.191516
7392230.000000,2.713525,-33.724154,1.191516
7392231.000000,2.713525,-33.724154,1.191516
7392232.000000,2.713525,-33.724154,1.191516
7392233.000000,2.713525,-33.724154,1.191516
7392234.000000,2.713525,-33.724154,1.191516
7392235.000000,2.713525,-33.724154,1.191516
7392236.000000,2.713525,-33.724154,1.191516
7392237.000000,2.713525,-33.724154,1.191516
7392238.000000,2.713525,-33.724154,1.191516
7392239.000000,2.713525,-33.724154,1.191516
7392240.000000,2.713525,-33.724154,1.191516
7392241.000000,2.713525,-33.724154,1.191516
7392242.000000,2.713525,-33.724154,1.191516
7392243.000000,2.713525,-33.724154,1.191516
7392244.000000,2.713525,-33.724154,1.191516
7392245.000000,2.713525,-33.724154,1.191516
7392246.000000,2.713525,-33.724154,1.191516
7392247.000000,2.713525,-33.724154,1.191516
7392248.000000,2.713525,-33.724154,1.191516
7392249.000000,2.713525,-33.724154,1.191516
7392250.000000,2.713525,-33.724154,1.191516
7392251.000000,2.713525,-33.724154,1.191516
7392252.000000,2.713525,-33.724154,1.191516
7392253.000000,2.713525,-33.724154,1.191516
7392254.000000,2.713525,-33.724154,1.191516
7392255.000000,2.713525,-33.724154,1.191516
7392256.000000,2.713525,-33.724154,1.191516
7392257.000000,2.713525,-33.724154,1.191516
7392258.000000,2.713525,-33.724154,1.191516
7392259.000000,2.713525,-33.724154,1.191516
7392260.000000,2.713525,-33.724154,1.191516
7392261.000000,2.713525,-33.724154,1.191516
7392262.000000,2.713525,-33.724154,1.191516
7392263.000000,2.713525,-33.724154,1.191516
7392264.000000,2.713525,-33.724154,1.191516
7392265.000000,2.713525,-33.724154,1.191516
7392266.000000,2.713525,-33.724154,1.191516
7392267.000000,2.713525,-33.724154,1.191516
7392268.000000,2.713525,-33.724154,1.191516
7392269.000000,2.713525,-33.724154,1.191516
7392270.000000,2.713525,-33.724154,1.191516
7392271.000000,2.713525,-33.724154,1.191516
7392272.000000,2.713525,-33.724154,1.191516
7392273.000000,2.713525,-33.724154,1.191516
7392274.000000,2.713525,-33.724154,1.191516
7392275.000000,2.713525,-33.724154,1.191516
7392276.000000,2.713525,-33.724154,1.191516
7392277.000000,2.713525,-33.724154,1.191516
7392278.000000,2.713525,-33.724154,1.191516
7392279.000000,2.713525,-33.724154,1.191516
7392280.000000,2.713525,-33.724154,1.191516
7392281.000000,2.713525,-33.724154,1.191516
7392282.000000,2.713525,-33.724154,1.191516
7392283.000000,2.713525,-33.724154,1.191516
7392284.000000,2.713525,-33.724154,1.191516
7392285.000000,2.713525,-33.724154,1.191516
7392286.000000,2.713525,-33.724154,1.191516
7392287.000000,2.713525,-33.724154,1.191516
7392288.000000,2.713525,-33.724154,1.191516
7392289.000000,2.713525,-33.724154,1.191516
7392290.000000,2.713525,-33.724154,1.191516
7392291.000000,2.713525,-33.724154,1.191516
7392292.000000,2.713525,-33.724154,1.191516
7392293.000000,2.713525,-33.724154,1.191516
